id_incidencia,ubicacion,lat,lon,descripcion,nivel_incidencia,estado,fecha,hora,verificacion_usuario,id_tipo_incidencia,id_usuario,id_numero_emergencia,id_denuncia
15,"-6.866521,-79.814768",-6.866521,-79.814768,Consumo de alcohol en vía pública,B,2,2023-01-03,00:51:30,1,2,17,5.0,
16,"-6.863503,-79.819395",-6.863503,-79.819395,Local comercial sin autorización municipal,C,2,2023-01-05,10:55:11,1,3,21,3.0,
17,"-6.862894,-79.816119",-6.862894,-79.816119,Comerciante no respeta horarios establecidos,A,1,2023-01-03,14:05:45,0,3,20,,4.0
18,"-6.866969,-79.815671",-6.866969,-79.815671,Robo de motocicleta en horario nocturno,C,P,2023-01-04,11:15:53,0,2,10,,2.0
19,"-6.868387,-79.82045",-6.868387,-79.82045,Fuga de agua en tubería principal,C,P,2023-01-05,19:10:02,0,1,1,,4.0
20,"-6.867005,-79.814514",-6.867005,-79.814514,Bache grande en la pista principal,B,1,2023-01-04,22:00:04,1,1,17,,7.0
21,"-6.857497,-79.822279",-6.857497,-79.822279,Quema de basura contamina el aire,A,2,2023-01-03,20:36:42,1,4,8,,6.0
22,"-6.86906,-79.812517",-6.86906,-79.812517,Tala de árbol sin autorización,B,2,2023-01-05,03:30:48,0,4,22,,3.0
23,"-6.864238,-79.816405",-6.864238,-79.816405,Hurto en tienda del barrio,B,1,2023-01-03,02:00:50,1,2,17,,1.0
24,"-6.866322,-79.817912",-6.866322,-79.817912,Acumulación de basura en canal de regadío,B,2,2023-01-05,22:08:41,0,4,10,4.0,
25,"-6.865106,-79.811733",-6.865106,-79.811733,Ciclista transita por vereda peatonal,C,3,2023-01-07,07:25:33,0,5,4,1.0,
26,"-6.866958,-79.819971",-6.866958,-79.819971,Semáforo malogrado en el cruce,A,1,2023-01-07,08:38:50,1,1,1,,9.0
27,"-6.868826,-79.816888",-6.868826,-79.816888,Tala de árbol sin autorización,C,3,2023-01-07,07:29:54,1,4,9,4.0,
28,"-6.864473,-79.815597",-6.864473,-79.815597,Violencia familiar reportada por vecinos,A,2,2023-01-04,20:36:22,0,2,17,,10.0
29,"-6.862634,-79.818738",-6.862634,-79.818738,Arrojo de desmonte en terreno baldío,C,P,2023-01-04,04:20:39,1,4,3,,10.0
30,"-6.866981,-79.816939",-6.866981,-79.816939,Venta de comida en mal estado,B,2,2023-01-06,14:03:27,0,3,5,,8.0
31,"-6.869042,-79.81066",-6.869042,-79.81066,Vandalismo en propiedad municipal,B,2,2023-01-07,01:40:35,0,2,8,,9.0
32,"-6.865963,-79.815945",-6.865963,-79.815945,Riña callejera entre jóvenes,B,1,2023-01-04,20:31:54,0,2,11,,12.0
33,"-6.864403,-79.817823",-6.864403,-79.817823,Robo de motocicleta en horario nocturno,B,3,2023-01-05,09:00:16,0,2,8,1.0,
34,"-6.865197,-79.815833",-6.865197,-79.815833,Vandalismo en propiedad municipal,A,2,2023-01-06,02:25:27,1,2,5,,4.0
35,"-6.868811,-79.820308",-6.868811,-79.820308,Robo de motocicleta en horario nocturno,B,2,2023-01-05,20:28:30,1,2,10,2.0,
36,"-6.863275,-79.817965",-6.863275,-79.817965,Chofer de combi maneja imprudentemente,A,1,2023-01-07,00:39:37,1,5,25,3.0,
37,"-6.866659,-79.828438",-6.866659,-79.828438,Vehículo de carga obstruye tránsito,A,2,2023-01-08,06:37:35,0,5,7,,6.0
38,"-6.859942,-79.82126",-6.859942,-79.82126,Vandalismo en propiedad municipal,A,1,2023-01-07,22:58:09,1,2,5,4.0,
39,"-6.863595,-79.815914",-6.863595,-79.815914,Tala de árbol sin autorización,C,2,2023-01-06,17:07:49,0,4,21,2.0,
40,"-6.863075,-79.819166",-6.863075,-79.819166,Vandalismo en propiedad municipal,B,2,2023-01-06,21:27:38,0,2,9,1.0,
41,"-6.86828,-79.820714",-6.86828,-79.820714,Contaminación sonora por construcción,B,2,2023-01-06,07:59:46,0,4,12,1.0,
42,"-6.862928,-79.817955",-6.862928,-79.817955,Ruido excesivo por música de cantina,C,P,2023-01-06,12:27:05,1,3,16,,2.0
43,"-6.864791,-79.818474",-6.864791,-79.818474,Semáforo malogrado en el cruce,C,2,2023-01-06,12:01:29,0,1,4,6.0,
44,"-6.85581,-79.812519",-6.85581,-79.812519,Hurto en tienda del barrio,A,2,2023-01-06,13:26:28,1,2,4,6.0,
45,"-6.866332,-79.816099",-6.866332,-79.816099,Contaminación sonora por construcción,C,3,2023-01-07,08:15:49,1,4,25,,6.0
46,"-6.864047,-79.81773",-6.864047,-79.81773,Tala de árbol sin autorización,A,1,2023-01-06,05:36:33,1,4,4,,10.0
47,"-6.860414,-79.819667",-6.860414,-79.819667,Tala de árbol sin autorización,C,3,2023-01-06,16:34:27,1,4,15,,12.0
48,"-6.854892,-79.813936",-6.854892,-79.813936,Semáforo malogrado en el cruce,B,1,2023-01-08,18:17:49,0,1,9,1.0,
49,"-6.864144,-79.815882",-6.864144,-79.815882,Paradero informal genera congestión,B,3,2023-01-07,22:20:58,1,5,18,,5.0
50,"-6.868502,-79.819626",-6.868502,-79.819626,Paradero informal genera congestión,C,2,2023-01-07,07:11:45,0,5,14,1.0,
51,"-6.864747,-79.821668",-6.864747,-79.821668,Paradero informal genera congestión,B,2,2023-01-07,14:44:10,1,5,23,5.0,
52,"-6.868387,-79.822355",-6.868387,-79.822355,Mototaxi no respeta paradero establecido,B,2,2023-01-07,21:48:01,1,5,3,,7.0
53,"-6.860669,-79.818432",-6.860669,-79.818432,Mal manejo de aguas residuales,B,2,2023-01-07,19:15:23,1,4,22,,2.0
54,"-6.864618,-79.816456",-6.864618,-79.816456,Ruido excesivo por música de cantina,B,1,2023-01-07,08:16:33,0,3,4,,11.0
55,"-6.877441,-79.827536",-6.877441,-79.827536,Ruido excesivo por música de cantina,A,1,2023-01-07,15:43:54,0,3,19,1.0,
56,"-6.865929,-79.816186",-6.865929,-79.816186,"Parque sin mantenimiento, grass alto",B,1,2023-01-09,18:05:04,0,1,19,6.0,
57,"-6.853774,-79.810927",-6.853774,-79.810927,Ruido excesivo por música de cantina,B,1,2023-01-07,18:38:22,1,3,2,,9.0
58,"-6.865358,-79.81709",-6.865358,-79.81709,Ruido excesivo por música de cantina,A,1,2023-01-09,09:09:46,1,3,24,4.0,
59,"-6.863172,-79.827098",-6.863172,-79.827098,"Parque sin mantenimiento, grass alto",B,2,2023-01-07,08:07:13,0,1,6,5.0,
60,"-6.86385,-79.816225",-6.86385,-79.816225,Bache grande en la pista principal,C,2,2023-01-08,07:46:03,0,1,22,1.0,
61,"-6.864983,-79.817427",-6.864983,-79.817427,Fuga de agua en tubería principal,A,2,2023-01-08,14:51:54,0,1,19,3.0,
62,"-6.866969,-79.817061",-6.866969,-79.817061,Violencia familiar reportada por vecinos,A,2,2023-01-08,20:57:58,1,2,21,,2.0
63,"-6.860232,-79.822109",-6.860232,-79.822109,Ruido excesivo por música de cantina,C,3,2023-01-08,09:49:27,0,3,12,6.0,
64,"-6.867675,-79.819479",-6.867675,-79.819479,Fuga de agua en tubería principal,B,3,2023-01-08,12:12:43,0,1,13,5.0,
65,"-6.865825,-79.822884",-6.865825,-79.822884,Violencia familiar reportada por vecinos,B,3,2023-01-08,15:02:54,1,2,10,1.0,
66,"-6.862605,-79.816827",-6.862605,-79.816827,Hurto en tienda del barrio,B,2,2023-01-08,01:27:19,0,2,1,2.0,
67,"-6.850588,-79.802974",-6.850588,-79.802974,Acumulación de basura en canal de regadío,B,1,2023-01-08,09:17:24,1,4,11,4.0,
68,"-6.861554,-79.813425",-6.861554,-79.813425,Violencia familiar reportada por vecinos,B,3,2023-01-09,02:06:06,1,2,6,1.0,
69,"-6.867165,-79.817501",-6.867165,-79.817501,Tala de árbol sin autorización,B,1,2023-01-08,09:38:50,0,4,18,,6.0
70,"-6.861074,-79.815524",-6.861074,-79.815524,Vendedor ambulante sin licencia,C,P,2023-01-08,17:37:06,1,3,9,4.0,
71,"-6.862287,-79.813998",-6.862287,-79.813998,Bache grande en la pista principal,C,2,2023-01-12,12:17:54,1,1,21,4.0,
72,"-6.856842,-79.8038",-6.856842,-79.8038,Acumulación de basura en canal de regadío,A,1,2023-01-12,08:07:05,1,4,2,3.0,
73,"-6.867873,-79.812772",-6.867873,-79.812772,Ciclista transita por vereda peatonal,A,1,2023-01-11,11:18:44,0,5,5,,7.0
74,"-6.872424,-79.811821",-6.872424,-79.811821,Consumo de alcohol en vía pública,C,2,2023-01-11,17:47:08,1,2,24,5.0,
75,"-6.860298,-79.817804",-6.860298,-79.817804,Ciclista transita por vereda peatonal,C,2,2023-01-10,01:52:01,1,5,24,,6.0
76,"-6.86582,-79.817484",-6.86582,-79.817484,Falta de recojo de basura hace 3 días,A,1,2023-01-11,13:32:59,0,1,14,,12.0
77,"-6.862705,-79.814196",-6.862705,-79.814196,Venta de comida en mal estado,B,2,2023-01-13,15:28:05,1,3,4,,7.0
78,"-6.852636,-79.831401",-6.852636,-79.831401,Alcantarilla tapada genera mal olor,A,1,2023-01-13,06:51:23,1,1,16,5.0,
79,"-6.868679,-79.819609",-6.868679,-79.819609,Ruido excesivo por música de cantina,B,3,2023-01-14,16:21:39,1,3,25,,2.0
80,"-6.865877,-79.818067",-6.865877,-79.818067,Arrojo de desmonte en terreno baldío,C,P,2023-01-11,08:02:29,1,4,16,3.0,
81,"-6.860082,-79.822405",-6.860082,-79.822405,Violencia familiar reportada por vecinos,C,P,2023-01-12,21:57:23,0,2,1,,6.0
82,"-6.861352,-79.814922",-6.861352,-79.814922,Local comercial sin autorización municipal,B,2,2023-01-13,08:05:10,1,3,20,,1.0
83,"-6.859805,-79.813845",-6.859805,-79.813845,Vandalismo en propiedad municipal,B,3,2023-01-11,21:11:42,1,2,4,4.0,
84,"-6.860942,-79.819772",-6.860942,-79.819772,Vendedor ambulante sin licencia,A,2,2023-01-13,16:04:38,0,3,21,,5.0
85,"-6.862983,-79.815205",-6.862983,-79.815205,"Parque sin mantenimiento, grass alto",A,2,2023-01-12,18:20:12,1,1,9,3.0,
86,"-6.852621,-79.821448",-6.852621,-79.821448,Vehículo de carga obstruye tránsito,B,3,2023-01-12,19:40:27,1,5,8,,12.0
87,"-6.861176,-79.821936",-6.861176,-79.821936,Poste de alumbrado público no funciona,C,2,2023-01-13,18:05:46,0,1,13,1.0,
88,"-6.863247,-79.802343",-6.863247,-79.802343,Violencia familiar reportada por vecinos,C,2,2023-01-13,20:37:27,0,2,5,3.0,
89,"-6.864458,-79.812786",-6.864458,-79.812786,Paradero informal genera congestión,C,2,2023-01-14,11:48:15,0,5,23,,5.0
90,"-6.865085,-79.81851",-6.865085,-79.81851,Chofer de combi maneja imprudentemente,A,2,2023-01-13,07:27:22,1,5,19,6.0,
91,"-6.85574,-79.80924",-6.85574,-79.80924,Quema de basura contamina el aire,C,P,2023-01-14,05:16:53,1,4,23,2.0,
92,"-6.863863,-79.819385",-6.863863,-79.819385,Poste de alumbrado público no funciona,A,1,2023-01-14,17:03:01,1,1,11,2.0,
93,"-6.866441,-79.813811",-6.866441,-79.813811,Poste de alumbrado público no funciona,B,1,2023-01-13,17:29:28,0,1,18,4.0,
94,"-6.849949,-79.806168",-6.849949,-79.806168,Fuga de agua en tubería principal,B,2,2023-01-14,18:19:32,1,1,19,3.0,
95,"-6.860689,-79.805852",-6.860689,-79.805852,Tala de árbol sin autorización,C,2,2023-01-14,10:46:48,0,4,8,,3.0
96,"-6.865811,-79.820792",-6.865811,-79.820792,Contaminación sonora por construcción,C,3,2023-01-15,14:42:34,0,4,2,1.0,
97,"-6.867722,-79.818768",-6.867722,-79.818768,Consumo de alcohol en vía pública,B,1,2023-01-13,06:17:05,1,2,22,,11.0
98,"-6.870915,-79.814866",-6.870915,-79.814866,Mal manejo de aguas residuales,B,1,2023-01-13,23:15:41,0,4,7,5.0,
99,"-6.868171,-79.823189",-6.868171,-79.823189,"Parque sin mantenimiento, grass alto",A,2,2023-01-15,11:05:20,1,1,4,3.0,
100,"-6.872508,-79.819124",-6.872508,-79.819124,Acumulación de basura en canal de regadío,C,P,2023-01-13,14:19:34,0,4,22,3.0,
101,"-6.861752,-79.802526",-6.861752,-79.802526,Consumo de alcohol en vía pública,C,3,2023-01-14,22:42:09,1,2,9,6.0,
102,"-6.868504,-79.816276",-6.868504,-79.816276,Robo de motocicleta en horario nocturno,B,3,2023-01-14,23:46:41,1,2,3,2.0,
103,"-6.867361,-79.817318",-6.867361,-79.817318,Acumulación de basura en canal de regadío,C,P,2023-01-16,18:32:46,1,4,24,3.0,
104,"-6.866919,-79.820777",-6.866919,-79.820777,Comerciante no respeta horarios establecidos,A,1,2023-01-16,15:31:25,1,3,16,,11.0
105,"-6.865704,-79.816913",-6.865704,-79.816913,Hurto en tienda del barrio,B,1,2023-01-15,00:41:09,1,2,23,3.0,
106,"-6.86916,-79.818742",-6.86916,-79.818742,Poste de alumbrado público no funciona,C,3,2023-01-14,07:00:53,0,1,19,2.0,
107,"-6.864945,-79.805717",-6.864945,-79.805717,"Parque sin mantenimiento, grass alto",C,3,2023-01-16,07:56:36,1,1,19,,12.0
108,"-6.863912,-79.818177",-6.863912,-79.818177,Ciclista transita por vereda peatonal,C,2,2023-01-14,05:18:37,1,5,6,,3.0
109,"-6.862925,-79.813076",-6.862925,-79.813076,Vandalismo en propiedad municipal,A,2,2023-01-15,05:51:41,1,2,13,2.0,
110,"-6.862522,-79.817557",-6.862522,-79.817557,Arrojo de desmonte en terreno baldío,C,P,2023-01-15,14:55:32,1,4,11,,4.0
111,"-6.868002,-79.819046",-6.868002,-79.819046,Riña callejera entre jóvenes,A,2,2023-01-15,02:17:38,1,2,18,,6.0
112,"-6.86509,-79.818283",-6.86509,-79.818283,Contaminación sonora por construcción,C,3,2023-01-15,12:24:50,0,4,10,2.0,
113,"-6.865829,-79.81781",-6.865829,-79.81781,Vandalismo en propiedad municipal,C,P,2023-01-16,22:23:36,0,2,12,,11.0
114,"-6.86783,-79.827122",-6.86783,-79.827122,Fuga de agua en tubería principal,C,2,2023-01-15,15:59:14,0,1,5,6.0,
115,"-6.861356,-79.818177",-6.861356,-79.818177,"Parque sin mantenimiento, grass alto",C,3,2023-01-17,18:56:15,0,1,19,1.0,
116,"-6.864124,-79.80491",-6.864124,-79.80491,Mototaxi no respeta paradero establecido,C,P,2023-01-15,07:39:48,0,5,5,,5.0
117,"-6.862356,-79.814382",-6.862356,-79.814382,Acumulación de basura en canal de regadío,B,3,2023-01-15,22:18:48,0,4,25,,8.0
118,"-6.859858,-79.813729",-6.859858,-79.813729,Paradero informal genera congestión,B,3,2023-01-17,12:34:39,0,5,16,4.0,
119,"-6.856488,-79.809755",-6.856488,-79.809755,"Parque sin mantenimiento, grass alto",C,2,2023-01-15,12:10:25,0,1,13,1.0,
120,"-6.852566,-79.820056",-6.852566,-79.820056,Comerciante no respeta horarios establecidos,C,P,2023-01-15,16:54:40,1,3,16,5.0,
121,"-6.868839,-79.813314",-6.868839,-79.813314,Comerciante no respeta horarios establecidos,B,3,2023-01-18,07:28:42,0,3,19,,6.0
122,"-6.863075,-79.815929",-6.863075,-79.815929,Chofer de combi maneja imprudentemente,C,3,2023-01-18,18:30:38,1,5,7,,3.0
123,"-6.860018,-79.81302",-6.860018,-79.81302,Bache grande en la pista principal,B,1,2023-01-18,08:01:42,1,1,23,4.0,
124,"-6.863045,-79.816141",-6.863045,-79.816141,Ciclista transita por vereda peatonal,C,P,2023-01-16,08:56:47,0,5,3,,9.0
125,"-6.861308,-79.8225",-6.861308,-79.8225,Paradero informal genera congestión,C,2,2023-01-16,12:52:50,1,5,13,,10.0
126,"-6.864166,-79.823387",-6.864166,-79.823387,"Parque sin mantenimiento, grass alto",B,2,2023-01-17,08:52:40,1,1,12,2.0,
127,"-6.86413,-79.815927",-6.86413,-79.815927,Falta de recojo de basura hace 3 días,C,3,2023-01-17,18:15:29,1,1,3,5.0,
128,"-6.863986,-79.816777",-6.863986,-79.816777,Poste de alumbrado público no funciona,C,P,2023-01-17,01:29:10,0,1,8,,9.0
129,"-6.866511,-79.813875",-6.866511,-79.813875,Semáforo malogrado en el cruce,B,2,2023-01-20,01:08:03,0,1,23,,2.0
130,"-6.862902,-79.814253",-6.862902,-79.814253,Violencia familiar reportada por vecinos,A,2,2023-01-20,13:15:24,0,2,17,3.0,
131,"-6.865137,-79.81636",-6.865137,-79.81636,Arrojo de desmonte en terreno baldío,B,1,2023-01-18,12:44:03,0,4,12,1.0,
132,"-6.86567,-79.822445",-6.86567,-79.822445,Violencia familiar reportada por vecinos,B,1,2023-01-17,22:03:38,0,2,14,1.0,
133,"-6.861749,-79.811822",-6.861749,-79.811822,Quema de basura contamina el aire,B,1,2023-01-19,18:37:20,0,4,12,1.0,
134,"-6.861201,-79.815623",-6.861201,-79.815623,Local comercial sin autorización municipal,C,P,2023-01-21,16:53:08,1,3,16,1.0,
135,"-6.861129,-79.820692",-6.861129,-79.820692,Mal manejo de aguas residuales,B,1,2023-01-18,12:49:41,0,4,5,,9.0
136,"-6.864935,-79.816058",-6.864935,-79.816058,Ciclista transita por vereda peatonal,B,1,2023-01-18,16:56:43,0,5,7,5.0,
137,"-6.872342,-79.821972",-6.872342,-79.821972,Hurto en tienda del barrio,B,1,2023-01-18,00:36:36,1,2,2,5.0,
138,"-6.854118,-79.831993",-6.854118,-79.831993,Semáforo malogrado en el cruce,B,3,2023-01-18,07:15:41,0,1,23,,6.0
139,"-6.868298,-79.822775",-6.868298,-79.822775,Vehículo de carga obstruye tránsito,C,P,2023-01-19,08:19:08,1,5,2,2.0,
140,"-6.864098,-79.815967",-6.864098,-79.815967,Vehículo de carga obstruye tránsito,C,2,2023-01-22,18:56:59,0,5,25,,3.0
141,"-6.874784,-79.830173",-6.874784,-79.830173,Chofer de combi maneja imprudentemente,C,2,2023-01-22,23:55:16,0,5,6,6.0,
142,"-6.86949,-79.805682",-6.86949,-79.805682,Ciclista transita por vereda peatonal,C,3,2023-01-19,17:07:06,0,5,17,,7.0
143,"-6.863199,-79.81791",-6.863199,-79.81791,Hurto en tienda del barrio,A,2,2023-01-22,22:33:05,0,2,2,3.0,
144,"-6.858235,-79.819811",-6.858235,-79.819811,Vendedor ambulante sin licencia,C,P,2023-01-20,10:54:27,0,3,18,,6.0
145,"-6.863036,-79.822547",-6.863036,-79.822547,Paradero informal genera congestión,C,2,2023-01-20,08:25:23,1,5,11,6.0,
146,"-6.869264,-79.821945",-6.869264,-79.821945,Tala de árbol sin autorización,C,P,2023-01-20,10:37:53,0,4,23,6.0,
147,"-6.864116,-79.815447",-6.864116,-79.815447,Obstrucción de vereda por mercadería,B,2,2023-01-20,18:01:24,0,3,16,5.0,
148,"-6.865139,-79.819098",-6.865139,-79.819098,Chofer de combi maneja imprudentemente,B,2,2023-01-20,20:49:42,1,5,11,,2.0
149,"-6.864276,-79.82179",-6.864276,-79.82179,Quema de basura contamina el aire,A,2,2023-01-22,06:32:28,1,4,5,5.0,
150,"-6.862354,-79.81821",-6.862354,-79.81821,Fuga de agua en tubería principal,B,3,2023-01-20,21:17:53,0,1,15,5.0,
151,"-6.863646,-79.815532",-6.863646,-79.815532,Mal manejo de aguas residuales,C,2,2023-01-20,08:12:48,1,4,23,,7.0
152,"-6.850226,-79.811193",-6.850226,-79.811193,Violencia familiar reportada por vecinos,B,2,2023-01-20,22:24:44,0,2,12,,12.0
153,"-6.855133,-79.817449",-6.855133,-79.817449,Acumulación de basura en canal de regadío,B,2,2023-01-20,00:15:13,1,4,18,3.0,
154,"-6.859681,-79.813922",-6.859681,-79.813922,Vehículo de carga obstruye tránsito,B,1,2023-01-20,14:28:39,0,5,7,4.0,
155,"-6.856891,-79.826751",-6.856891,-79.826751,Local comercial sin autorización municipal,B,1,2023-01-20,09:48:40,0,3,5,4.0,
156,"-6.868801,-79.815377",-6.868801,-79.815377,Mototaxi no respeta paradero establecido,B,1,2023-01-22,10:26:31,0,5,20,,8.0
157,"-6.864337,-79.81561",-6.864337,-79.81561,Venta de comida en mal estado,B,2,2023-01-21,12:55:34,0,3,22,,10.0
158,"-6.864883,-79.818402",-6.864883,-79.818402,Contaminación sonora por construcción,B,2,2023-01-22,01:24:33,1,4,2,,1.0
159,"-6.859688,-79.820389",-6.859688,-79.820389,Tala de árbol sin autorización,C,2,2023-01-21,10:10:00,0,4,21,,2.0
160,"-6.862571,-79.818132",-6.862571,-79.818132,Bache grande en la pista principal,B,3,2023-01-21,14:27:36,1,1,13,,12.0
161,"-6.861575,-79.820967",-6.861575,-79.820967,Violencia familiar reportada por vecinos,B,1,2023-01-21,02:47:17,0,2,11,6.0,
162,"-6.862837,-79.815846",-6.862837,-79.815846,"Parque sin mantenimiento, grass alto",B,1,2023-01-21,08:10:06,0,1,10,,12.0
163,"-6.864584,-79.816202",-6.864584,-79.816202,Alcantarilla tapada genera mal olor,A,1,2023-01-21,08:53:20,0,1,16,,7.0
164,"-6.870007,-79.817099",-6.870007,-79.817099,Poste de alumbrado público no funciona,C,P,2023-01-21,06:40:19,0,1,4,1.0,
165,"-6.863291,-79.82138",-6.863291,-79.82138,Chofer de combi maneja imprudentemente,B,3,2023-01-21,02:10:49,0,5,4,,5.0
166,"-6.868858,-79.817159",-6.868858,-79.817159,Paradero informal genera congestión,B,1,2023-01-23,04:07:03,1,5,24,,5.0
167,"-6.8658,-79.818509",-6.8658,-79.818509,Venta de comida en mal estado,A,1,2023-01-22,12:45:22,0,3,18,4.0,
168,"-6.862455,-79.813847",-6.862455,-79.813847,Acumulación de basura en canal de regadío,B,2,2023-01-22,13:48:50,1,4,13,,12.0
169,"-6.867497,-79.813221",-6.867497,-79.813221,Paradero informal genera congestión,B,1,2023-01-22,23:02:13,1,5,14,6.0,
170,"-6.86737,-79.822194",-6.86737,-79.822194,Paradero informal genera congestión,B,3,2023-01-23,01:57:12,0,5,9,,12.0
171,"-6.864859,-79.819441",-6.864859,-79.819441,Chofer de combi maneja imprudentemente,B,3,2023-01-22,21:20:25,1,5,1,,10.0
172,"-6.86619,-79.814109",-6.86619,-79.814109,Consumo de alcohol en vía pública,C,3,2023-01-22,19:02:02,1,2,23,3.0,
173,"-6.867827,-79.809243",-6.867827,-79.809243,Contaminación sonora por construcción,B,1,2023-01-24,21:10:28,0,4,15,,7.0
174,"-6.864016,-79.815574",-6.864016,-79.815574,Paradero informal genera congestión,B,1,2023-01-22,08:37:38,0,5,5,,2.0
175,"-6.867073,-79.818178",-6.867073,-79.818178,Vendedor ambulante sin licencia,C,P,2023-01-22,10:08:31,1,3,21,4.0,
176,"-6.863707,-79.819299",-6.863707,-79.819299,Semáforo malogrado en el cruce,B,3,2023-01-22,08:24:43,1,1,15,3.0,
177,"-6.864995,-79.817503",-6.864995,-79.817503,Quema de basura contamina el aire,B,1,2023-01-24,01:46:21,0,4,16,6.0,
178,"-6.857486,-79.812085",-6.857486,-79.812085,Poste de alumbrado público no funciona,A,1,2023-01-23,19:25:14,0,1,2,,6.0
179,"-6.868124,-79.814001",-6.868124,-79.814001,Acumulación de basura en canal de regadío,A,2,2023-01-26,09:00:54,0,4,11,2.0,
180,"-6.863232,-79.818359",-6.863232,-79.818359,Local comercial sin autorización municipal,B,3,2023-01-26,18:04:15,1,3,16,5.0,
181,"-6.860579,-79.820918",-6.860579,-79.820918,Paradero informal genera congestión,B,2,2023-01-24,05:16:39,0,5,11,1.0,
182,"-6.8725,-79.821479",-6.8725,-79.821479,Vandalismo en propiedad municipal,A,1,2023-01-23,02:57:45,1,2,22,,7.0
183,"-6.8665,-79.820693",-6.8665,-79.820693,Mototaxi no respeta paradero establecido,C,3,2023-01-23,19:30:19,0,5,12,6.0,
184,"-6.862903,-79.815136",-6.862903,-79.815136,Mototaxi no respeta paradero establecido,B,3,2023-01-23,01:06:37,0,5,24,,2.0
185,"-6.867503,-79.819014",-6.867503,-79.819014,Vendedor ambulante sin licencia,A,2,2023-01-27,18:29:30,1,3,9,5.0,
186,"-6.87123,-79.812194",-6.87123,-79.812194,Paradero informal genera congestión,A,2,2023-01-25,18:59:24,1,5,5,5.0,
187,"-6.867057,-79.822035",-6.867057,-79.822035,Venta de comida en mal estado,B,1,2023-01-24,10:16:46,0,3,7,4.0,
188,"-6.874359,-79.814698",-6.874359,-79.814698,Fuga de agua en tubería principal,B,1,2023-01-26,14:29:41,0,1,24,1.0,
189,"-6.864264,-79.818605",-6.864264,-79.818605,Obstrucción de vereda por mercadería,A,2,2023-01-24,16:30:58,0,3,3,,9.0
190,"-6.861231,-79.820865",-6.861231,-79.820865,Vendedor ambulante sin licencia,A,2,2023-01-28,17:56:16,1,3,10,3.0,
191,"-6.866037,-79.817534",-6.866037,-79.817534,Local comercial sin autorización municipal,C,2,2023-01-26,08:08:29,0,3,5,,9.0
192,"-6.867401,-79.816779",-6.867401,-79.816779,Robo de motocicleta en horario nocturno,A,1,2023-01-28,01:34:16,1,2,13,3.0,
193,"-6.862912,-79.819074",-6.862912,-79.819074,Fuga de agua en tubería principal,B,3,2023-01-28,08:57:02,0,1,19,1.0,
194,"-6.861199,-79.815851",-6.861199,-79.815851,Fuga de agua en tubería principal,A,1,2023-01-27,19:12:28,0,1,15,,6.0
195,"-6.860024,-79.816447",-6.860024,-79.816447,Vehículo de carga obstruye tránsito,B,1,2023-01-27,16:12:56,1,5,15,,5.0
196,"-6.868254,-79.813857",-6.868254,-79.813857,Ruido excesivo por música de cantina,B,1,2023-01-25,17:32:07,1,3,25,,5.0
197,"-6.860759,-79.820426",-6.860759,-79.820426,Ruido excesivo por música de cantina,C,3,2023-01-25,09:23:10,0,3,8,3.0,
