id_incidencia,ubicacion,lat,lon,descripcion,nivel_incidencia,estado,fecha,hora,verificacion_usuario,id_tipo_incidencia,id_usuario,id_numero_emergencia,id_denuncia
44,"-6.861519,-79.826396",-6.861519,-79.826396,Tala de árbol sin autorización,A,1,2025-06-05,11:00:03,1,4,24,3.0,
45,"-6.86497,-79.818118",-6.86497,-79.818118,Obstrucción de vereda por mercadería,B,1,2025-06-05,09:56:51,0,3,18,4.0,
46,"-6.864684,-79.817636",-6.864684,-79.817636,Arrojo de desmonte en terreno baldío,B,3,2025-06-04,00:46:21,0,4,11,,8.0
47,"-6.861742,-79.821491",-6.861742,-79.821491,Vandalismo en propiedad municipal,C,P,2025-06-03,20:03:12,0,2,23,,9.0
48,"-6.865145,-79.817593",-6.865145,-79.817593,Consumo de alcohol en vía pública,A,1,2025-06-06,21:34:05,1,2,8,4.0,
49,"-6.878864,-79.826764",-6.878864,-79.826764,Bache grande en la pista principal,C,P,2025-06-04,17:51:44,1,1,22,1.0,
50,"-6.8611,-79.815943",-6.8611,-79.815943,Consumo de alcohol en vía pública,A,2,2025-06-05,21:52:44,1,2,4,4.0,
51,"-6.863679,-79.812952",-6.863679,-79.812952,Consumo de alcohol en vía pública,A,1,2025-06-06,15:35:00,1,2,8,2.0,
52,"-6.866217,-79.818855",-6.866217,-79.818855,Violencia familiar reportada por vecinos,A,1,2025-06-03,20:14:19,1,2,20,,11.0
53,"-6.863691,-79.812524",-6.863691,-79.812524,Venta de comida en mal estado,B,1,2025-06-04,08:43:50,1,3,19,1.0,
54,"-6.863517,-79.8162",-6.863517,-79.8162,Ciclista transita por vereda peatonal,C,P,2025-06-07,00:53:09,0,5,20,,6.0
55,"-6.864011,-79.812983",-6.864011,-79.812983,Bache grande en la pista principal,C,P,2025-06-07,08:18:17,0,1,14,3.0,
56,"-6.8608,-79.817282",-6.8608,-79.817282,Falta de recojo de basura hace 3 días,B,1,2025-06-06,08:42:49,0,1,21,,10.0
57,"-6.864632,-79.818225",-6.864632,-79.818225,Vehículo de carga obstruye tránsito,C,P,2025-06-05,06:30:26,0,5,2,,12.0
58,"-6.863229,-79.822955",-6.863229,-79.822955,Semáforo malogrado en el cruce,C,P,2025-06-06,08:52:20,0,1,10,3.0,
59,"-6.861364,-79.814007",-6.861364,-79.814007,Bache grande en la pista principal,A,2,2025-06-05,17:23:01,1,1,24,,2.0
60,"-6.874064,-79.812071",-6.874064,-79.812071,Hurto en tienda del barrio,A,2,2025-06-06,17:03:15,0,2,22,2.0,
61,"-6.856525,-79.812001",-6.856525,-79.812001,Alcantarilla tapada genera mal olor,A,1,2025-06-06,17:01:59,1,1,15,,9.0
62,"-6.855804,-79.82372",-6.855804,-79.82372,Hurto en tienda del barrio,B,1,2025-06-06,07:56:23,1,2,4,,1.0
63,"-6.863277,-79.816418",-6.863277,-79.816418,"Parque sin mantenimiento, grass alto",A,1,2025-06-07,07:53:47,0,1,18,,10.0
64,"-6.862664,-79.817102",-6.862664,-79.817102,Alcantarilla tapada genera mal olor,B,1,2025-06-04,07:38:01,0,1,7,3.0,
65,"-6.862667,-79.816565",-6.862667,-79.816565,Ruido excesivo por música de cantina,A,2,2025-06-04,22:42:10,1,3,24,,1.0
66,"-6.863485,-79.816522",-6.863485,-79.816522,Contaminación sonora por construcción,C,P,2025-06-04,16:38:24,0,4,9,,11.0
67,"-6.856191,-79.824562",-6.856191,-79.824562,Semáforo malogrado en el cruce,A,1,2025-06-06,07:53:01,1,1,18,,10.0
68,"-6.877266,-79.807328",-6.877266,-79.807328,Vendedor ambulante sin licencia,A,2,2025-06-05,10:03:11,0,3,16,,6.0
69,"-6.872357,-79.811748",-6.872357,-79.811748,Vehículo de carga obstruye tránsito,A,1,2025-06-05,19:04:41,1,5,3,2.0,
70,"-6.86363,-79.815994",-6.86363,-79.815994,Poste de alumbrado público no funciona,C,2,2025-06-05,12:09:43,1,1,18,2.0,
71,"-6.855027,-79.814475",-6.855027,-79.814475,Vendedor ambulante sin licencia,A,2,2025-06-05,18:41:34,0,3,10,4.0,
72,"-6.860533,-79.813313",-6.860533,-79.813313,Paradero informal genera congestión,C,3,2025-06-08,10:41:59,1,5,20,,12.0
73,"-6.867751,-79.813846",-6.867751,-79.813846,Vehículo de carga obstruye tránsito,A,1,2025-06-05,10:36:23,1,5,25,4.0,
74,"-6.864912,-79.831649",-6.864912,-79.831649,Alcantarilla tapada genera mal olor,B,3,2025-06-05,18:03:29,0,1,9,,3.0
75,"-6.867448,-79.819157",-6.867448,-79.819157,Acumulación de basura en canal de regadío,C,2,2025-06-06,17:01:44,0,4,16,2.0,
76,"-6.86108,-79.818125",-6.86108,-79.818125,Contaminación sonora por construcción,C,3,2025-06-07,10:16:51,0,4,8,3.0,
77,"-6.85966,-79.813192",-6.85966,-79.813192,Vehículo de carga obstruye tránsito,B,2,2025-06-06,22:29:09,0,5,8,2.0,
78,"-6.878604,-79.811672",-6.878604,-79.811672,Obstrucción de vereda por mercadería,C,P,2025-06-06,09:09:12,0,3,3,1.0,
79,"-6.871793,-79.827322",-6.871793,-79.827322,Vandalismo en propiedad municipal,B,3,2025-06-06,23:40:59,0,2,8,,6.0
80,"-6.867539,-79.81287",-6.867539,-79.81287,Poste de alumbrado público no funciona,C,3,2025-06-06,00:35:09,1,1,14,,8.0
81,"-6.859503,-79.820202",-6.859503,-79.820202,Arrojo de desmonte en terreno baldío,C,2,2025-06-08,08:12:33,0,4,12,,9.0
82,"-6.863132,-79.812739",-6.863132,-79.812739,Quema de basura contamina el aire,C,P,2025-06-07,01:48:55,1,4,10,1.0,
83,"-6.859615,-79.818811",-6.859615,-79.818811,Poste de alumbrado público no funciona,C,2,2025-06-06,17:13:54,1,1,8,,8.0
84,"-6.869457,-79.815416",-6.869457,-79.815416,Vehículo de carga obstruye tránsito,A,1,2025-06-06,22:23:59,1,5,24,1.0,
85,"-6.862851,-79.813594",-6.862851,-79.813594,Consumo de alcohol en vía pública,B,2,2025-06-06,20:04:36,1,2,8,1.0,
86,"-6.869536,-79.821462",-6.869536,-79.821462,Chofer de combi maneja imprudentemente,B,3,2025-06-06,00:25:26,0,5,21,4.0,
87,"-6.858865,-79.819216",-6.858865,-79.819216,Venta de comida en mal estado,C,3,2025-06-06,09:42:16,1,3,18,,7.0
88,"-6.85526,-79.810453",-6.85526,-79.810453,Comerciante no respeta horarios establecidos,C,P,2025-06-06,11:04:54,1,3,4,4.0,
89,"-6.86286,-79.818145",-6.86286,-79.818145,Arrojo de desmonte en terreno baldío,C,2,2025-06-08,02:20:55,0,4,8,3.0,
90,"-6.863499,-79.818846",-6.863499,-79.818846,Venta de comida en mal estado,B,1,2025-06-08,14:46:49,0,3,13,2.0,
91,"-6.862543,-79.818316",-6.862543,-79.818316,Contaminación sonora por construcción,C,2,2025-06-06,09:32:26,1,4,21,,5.0
92,"-6.869131,-79.819867",-6.869131,-79.819867,Fuga de agua en tubería principal,C,P,2025-06-06,23:55:42,1,1,19,,3.0
93,"-6.863217,-79.817834",-6.863217,-79.817834,Riña callejera entre jóvenes,A,2,2025-06-08,17:17:52,0,2,15,,4.0
94,"-6.864548,-79.818983",-6.864548,-79.818983,Obstrucción de vereda por mercadería,B,2,2025-06-07,11:56:18,0,3,21,1.0,
95,"-6.86246,-79.815869",-6.86246,-79.815869,Chofer de combi maneja imprudentemente,B,3,2025-06-08,08:37:13,0,5,2,2.0,
96,"-6.872917,-79.803096",-6.872917,-79.803096,Vandalismo en propiedad municipal,A,1,2025-06-06,20:59:02,0,2,5,,11.0
97,"-6.865548,-79.821199",-6.865548,-79.821199,Comerciante no respeta horarios establecidos,A,2,2025-06-07,11:38:53,0,3,1,3.0,
98,"-6.866222,-79.816833",-6.866222,-79.816833,Vandalismo en propiedad municipal,A,2,2025-06-06,22:04:36,0,2,20,3.0,
99,"-6.864642,-79.813014",-6.864642,-79.813014,Bache grande en la pista principal,C,P,2025-06-07,06:35:29,0,1,20,,10.0
100,"-6.858796,-79.820502",-6.858796,-79.820502,Consumo de alcohol en vía pública,B,3,2025-06-07,00:52:10,1,2,9,1.0,
101,"-6.85154,-79.807892",-6.85154,-79.807892,Acumulación de basura en canal de regadío,C,2,2025-06-07,14:35:06,1,4,2,2.0,
102,"-6.86755,-79.820306",-6.86755,-79.820306,Vendedor ambulante sin licencia,A,1,2025-06-09,17:39:46,1,3,1,,5.0
103,"-6.863506,-79.817352",-6.863506,-79.817352,Ciclista transita por vereda peatonal,A,2,2025-06-07,14:55:04,0,5,19,4.0,
104,"-6.862659,-79.816497",-6.862659,-79.816497,Ruido excesivo por música de cantina,A,1,2025-06-07,10:04:55,1,3,11,,6.0
105,"-6.873199,-79.818874",-6.873199,-79.818874,Ruido excesivo por música de cantina,A,1,2025-06-07,18:05:44,1,3,10,,3.0
106,"-6.862454,-79.819377",-6.862454,-79.819377,Consumo de alcohol en vía pública,C,3,2025-06-07,02:57:48,1,2,2,4.0,
107,"-6.863552,-79.813552",-6.863552,-79.813552,Comerciante no respeta horarios establecidos,B,2,2025-06-07,14:01:48,1,3,18,,2.0
108,"-6.8608,-79.819158",-6.8608,-79.819158,Robo de motocicleta en horario nocturno,A,1,2025-06-07,13:46:28,0,2,22,,9.0
109,"-6.867388,-79.813906",-6.867388,-79.813906,Acumulación de basura en canal de regadío,B,2,2025-06-07,07:12:15,1,4,15,4.0,
110,"-6.864926,-79.819214",-6.864926,-79.819214,Poste de alumbrado público no funciona,B,1,2025-06-07,11:24:23,0,1,3,,9.0
111,"-6.862262,-79.817843",-6.862262,-79.817843,Chofer de combi maneja imprudentemente,A,2,2025-06-07,14:56:31,1,5,3,,8.0
112,"-6.870136,-79.81337",-6.870136,-79.81337,Vehículo de carga obstruye tránsito,B,3,2025-06-07,21:14:44,0,5,17,4.0,
113,"-6.873508,-79.809614",-6.873508,-79.809614,Venta de comida en mal estado,C,3,2025-06-07,18:53:51,1,3,21,,9.0
114,"-6.860181,-79.816002",-6.860181,-79.816002,Ciclista transita por vereda peatonal,B,2,2025-06-07,22:29:24,1,5,17,1.0,
115,"-6.860073,-79.813262",-6.860073,-79.813262,Contaminación sonora por construcción,C,2,2025-06-09,01:58:54,1,4,11,4.0,
116,"-6.86522,-79.822316",-6.86522,-79.822316,Falta de recojo de basura hace 3 días,A,2,2025-06-07,19:37:14,1,1,17,,9.0
117,"-6.869082,-79.830608",-6.869082,-79.830608,Paradero informal genera congestión,B,2,2025-06-07,07:11:15,1,5,11,2.0,
118,"-6.865591,-79.816421",-6.865591,-79.816421,Falta de recojo de basura hace 3 días,C,P,2025-06-09,07:09:55,1,1,3,4.0,
119,"-6.864876,-79.816054",-6.864876,-79.816054,Comerciante no respeta horarios establecidos,B,2,2025-06-09,10:56:08,0,3,8,2.0,
120,"-6.880365,-79.814043",-6.880365,-79.814043,Mototaxi no respeta paradero establecido,B,2,2025-06-09,17:44:54,1,5,23,,9.0
121,"-6.868746,-79.821785",-6.868746,-79.821785,Alcantarilla tapada genera mal olor,B,3,2025-06-07,07:31:02,1,1,12,1.0,
122,"-6.872482,-79.824386",-6.872482,-79.824386,Poste de alumbrado público no funciona,B,1,2025-06-07,22:38:16,1,1,25,2.0,
123,"-6.86426,-79.81636",-6.86426,-79.81636,Vendedor ambulante sin licencia,B,3,2025-06-09,16:47:23,1,3,7,3.0,
124,"-6.860151,-79.814198",-6.860151,-79.814198,Violencia familiar reportada por vecinos,C,2,2025-06-08,04:24:35,1,2,7,,11.0
125,"-6.866854,-79.821675",-6.866854,-79.821675,Mal manejo de aguas residuales,A,2,2025-06-08,03:55:36,0,4,2,,7.0
126,"-6.861929,-79.819906",-6.861929,-79.819906,Obstrucción de vereda por mercadería,B,3,2025-06-08,09:55:29,1,3,9,2.0,
127,"-6.860562,-79.820676",-6.860562,-79.820676,Comerciante no respeta horarios establecidos,B,3,2025-06-08,11:56:04,0,3,7,,12.0
128,"-6.866221,-79.816629",-6.866221,-79.816629,Alcantarilla tapada genera mal olor,B,3,2025-06-08,18:18:15,0,1,23,4.0,
129,"-6.864272,-79.821029",-6.864272,-79.821029,Riña callejera entre jóvenes,A,1,2025-06-09,02:16:41,0,2,1,2.0,
130,"-6.86327,-79.816987",-6.86327,-79.816987,Riña callejera entre jóvenes,A,1,2025-06-10,04:47:05,0,2,23,3.0,
131,"-6.862784,-79.819243",-6.862784,-79.819243,Semáforo malogrado en el cruce,B,3,2025-06-08,07:58:48,0,1,24,1.0,
132,"-6.861106,-79.818827",-6.861106,-79.818827,Alcantarilla tapada genera mal olor,B,1,2025-06-08,08:40:39,0,1,5,,7.0
133,"-6.866104,-79.82234",-6.866104,-79.82234,Semáforo malogrado en el cruce,B,2,2025-06-08,19:08:59,1,1,3,,7.0
134,"-6.860339,-79.828493",-6.860339,-79.828493,Mototaxi no respeta paradero establecido,A,1,2025-06-08,06:56:18,0,5,21,,12.0
135,"-6.865279,-79.819087",-6.865279,-79.819087,Comerciante no respeta horarios establecidos,B,1,2025-06-08,12:53:06,1,3,4,1.0,
136,"-6.864518,-79.821908",-6.864518,-79.821908,Vendedor ambulante sin licencia,B,3,2025-06-09,18:24:07,0,3,15,,7.0
137,"-6.864452,-79.81866",-6.864452,-79.81866,Local comercial sin autorización municipal,B,3,2025-06-08,18:22:50,1,3,3,,6.0
138,"-6.866493,-79.822574",-6.866493,-79.822574,Poste de alumbrado público no funciona,B,3,2025-06-09,08:00:59,1,1,16,,10.0
139,"-6.872517,-79.815994",-6.872517,-79.815994,Mal manejo de aguas residuales,C,3,2025-06-09,00:43:51,1,4,22,1.0,
140,"-6.861027,-79.81284",-6.861027,-79.81284,Comerciante no respeta horarios establecidos,C,P,2025-06-08,11:58:27,1,3,5,2.0,
141,"-6.862845,-79.817202",-6.862845,-79.817202,Vendedor ambulante sin licencia,C,P,2025-06-10,11:30:36,1,3,18,,2.0
142,"-6.866479,-79.818178",-6.866479,-79.818178,Tala de árbol sin autorización,C,P,2025-06-10,16:40:57,1,4,20,2.0,
143,"-6.872288,-79.81768",-6.872288,-79.81768,Local comercial sin autorización municipal,A,1,2025-06-08,17:57:09,1,3,7,2.0,
144,"-6.863619,-79.819126",-6.863619,-79.819126,Ciclista transita por vereda peatonal,C,P,2025-06-08,07:32:49,1,5,21,3.0,
145,"-6.864654,-79.816422",-6.864654,-79.816422,Paradero informal genera congestión,B,2,2025-06-08,05:22:57,0,5,19,3.0,
146,"-6.8617,-79.823842",-6.8617,-79.823842,Quema de basura contamina el aire,C,P,2025-06-08,10:46:52,1,4,23,,12.0
147,"-6.864654,-79.818222",-6.864654,-79.818222,Poste de alumbrado público no funciona,A,1,2025-06-08,19:10:34,0,1,10,,1.0
148,"-6.869329,-79.815575",-6.869329,-79.815575,Robo de motocicleta en horario nocturno,A,1,2025-06-10,20:22:12,0,2,20,4.0,
149,"-6.863548,-79.815581",-6.863548,-79.815581,Fuga de agua en tubería principal,B,1,2025-06-10,10:33:52,0,1,18,,1.0
150,"-6.864272,-79.81923",-6.864272,-79.81923,Tala de árbol sin autorización,C,2,2025-06-10,15:26:59,0,4,15,2.0,
151,"-6.860775,-79.814068",-6.860775,-79.814068,Poste de alumbrado público no funciona,B,1,2025-06-12,17:54:27,1,1,4,3.0,
152,"-6.863127,-79.817384",-6.863127,-79.817384,Hurto en tienda del barrio,A,1,2025-06-09,00:56:03,1,2,3,,1.0
153,"-6.866155,-79.816984",-6.866155,-79.816984,Vendedor ambulante sin licencia,C,3,2025-06-09,10:18:50,1,3,19,,5.0
154,"-6.858433,-79.815441",-6.858433,-79.815441,Paradero informal genera congestión,B,3,2025-06-11,06:47:45,0,5,25,,2.0
155,"-6.874271,-79.818427",-6.874271,-79.818427,Alcantarilla tapada genera mal olor,C,P,2025-06-11,08:33:26,0,1,13,4.0,
156,"-6.859842,-79.815187",-6.859842,-79.815187,Quema de basura contamina el aire,B,1,2025-06-09,10:59:36,1,4,13,,4.0
157,"-6.858751,-79.814695",-6.858751,-79.814695,Tala de árbol sin autorización,C,3,2025-06-09,22:37:35,0,4,8,,1.0
158,"-6.864542,-79.822262",-6.864542,-79.822262,Vehículo de carga obstruye tránsito,B,2,2025-06-12,20:14:14,1,5,24,,9.0
159,"-6.86411,-79.816891",-6.86411,-79.816891,Semáforo malogrado en el cruce,C,2,2025-06-12,06:32:54,0,1,23,3.0,
160,"-6.86346,-79.819062",-6.86346,-79.819062,Vandalismo en propiedad municipal,A,1,2025-06-09,02:54:47,1,2,21,3.0,
161,"-6.863559,-79.814353",-6.863559,-79.814353,Robo de motocicleta en horario nocturno,B,3,2025-06-09,19:00:54,1,2,17,3.0,
162,"-6.864559,-79.817436",-6.864559,-79.817436,Vehículo de carga obstruye tránsito,B,3,2025-06-09,03:46:15,1,5,17,4.0,
163,"-6.867081,-79.827482",-6.867081,-79.827482,Vandalismo en propiedad municipal,C,3,2025-06-11,02:02:18,1,2,3,3.0,
164,"-6.863964,-79.816376",-6.863964,-79.816376,Hurto en tienda del barrio,C,P,2025-06-10,01:21:04,0,2,24,1.0,
165,"-6.874332,-79.81473",-6.874332,-79.81473,Ciclista transita por vereda peatonal,A,1,2025-06-10,21:11:37,0,5,21,1.0,
166,"-6.8597,-79.814615",-6.8597,-79.814615,Ciclista transita por vereda peatonal,B,3,2025-06-11,10:24:41,1,5,21,2.0,
167,"-6.872367,-79.818266",-6.872367,-79.818266,Riña callejera entre jóvenes,C,3,2025-06-11,21:57:04,0,2,12,3.0,
168,"-6.865286,-79.817273",-6.865286,-79.817273,Vandalismo en propiedad municipal,A,2,2025-06-11,06:14:05,1,2,15,4.0,
169,"-6.86506,-79.811278",-6.86506,-79.811278,Contaminación sonora por construcción,C,2,2025-06-12,17:16:08,1,4,6,3.0,
170,"-6.854338,-79.827618",-6.854338,-79.827618,Mototaxi no respeta paradero establecido,B,2,2025-06-10,14:56:37,1,5,19,,2.0
171,"-6.867206,-79.818913",-6.867206,-79.818913,Alcantarilla tapada genera mal olor,A,2,2025-06-10,19:24:47,0,1,4,2.0,
172,"-6.863075,-79.818141",-6.863075,-79.818141,Mal manejo de aguas residuales,C,2,2025-06-12,00:19:21,0,4,22,4.0,
173,"-6.869241,-79.819795",-6.869241,-79.819795,Bache grande en la pista principal,B,2,2025-06-10,21:34:01,0,1,22,3.0,
174,"-6.865435,-79.821982",-6.865435,-79.821982,Vehículo de carga obstruye tránsito,B,3,2025-06-10,23:56:18,1,5,16,1.0,
175,"-6.862435,-79.817571",-6.862435,-79.817571,Mototaxi no respeta paradero establecido,B,1,2025-06-10,10:16:11,0,5,12,3.0,
176,"-6.851198,-79.826593",-6.851198,-79.826593,Violencia familiar reportada por vecinos,A,2,2025-06-13,22:15:32,0,2,13,3.0,
177,"-6.867025,-79.813159",-6.867025,-79.813159,Poste de alumbrado público no funciona,C,3,2025-06-11,18:54:45,1,1,25,,2.0
178,"-6.860645,-79.819711",-6.860645,-79.819711,Riña callejera entre jóvenes,A,1,2025-06-11,01:38:52,1,2,22,4.0,
179,"-6.863739,-79.815793",-6.863739,-79.815793,Semáforo malogrado en el cruce,A,1,2025-06-14,07:02:01,0,1,18,1.0,
180,"-6.864585,-79.816383",-6.864585,-79.816383,Fuga de agua en tubería principal,B,3,2025-06-12,19:39:16,1,1,11,,9.0
181,"-6.850394,-79.825489",-6.850394,-79.825489,Paradero informal genera congestión,B,1,2025-06-11,05:01:42,1,5,17,,4.0
182,"-6.85475,-79.810675",-6.85475,-79.810675,"Parque sin mantenimiento, grass alto",C,2,2025-06-11,08:02:50,1,1,20,,7.0
183,"-6.863037,-79.815",-6.863037,-79.815,Arrojo de desmonte en terreno baldío,C,3,2025-06-13,09:33:58,1,4,22,2.0,
184,"-6.862923,-79.816087",-6.862923,-79.816087,Tala de árbol sin autorización,B,3,2025-06-11,18:57:03,1,4,5,4.0,
185,"-6.862079,-79.820444",-6.862079,-79.820444,Poste de alumbrado público no funciona,A,2,2025-06-12,19:15:21,0,1,16,2.0,
186,"-6.864194,-79.819527",-6.864194,-79.819527,Local comercial sin autorización municipal,A,1,2025-06-11,18:44:11,0,3,4,2.0,
187,"-6.870007,-79.824823",-6.870007,-79.824823,Poste de alumbrado público no funciona,A,2,2025-06-11,21:02:53,1,1,21,3.0,
188,"-6.867127,-79.815589",-6.867127,-79.815589,Acumulación de basura en canal de regadío,C,P,2025-06-11,02:06:40,0,4,20,2.0,
189,"-6.863777,-79.818366",-6.863777,-79.818366,Arrojo de desmonte en terreno baldío,C,P,2025-06-15,11:24:05,0,4,4,2.0,
190,"-6.855885,-79.829424",-6.855885,-79.829424,Semáforo malogrado en el cruce,B,1,2025-06-14,06:55:24,0,1,4,,6.0
191,"-6.864203,-79.819636",-6.864203,-79.819636,Tala de árbol sin autorización,A,1,2025-06-12,12:02:48,1,4,11,1.0,
192,"-6.87343,-79.80543",-6.87343,-79.80543,Vandalismo en propiedad municipal,C,3,2025-06-12,16:38:33,0,2,17,,4.0
193,"-6.85458,-79.803108",-6.85458,-79.803108,Riña callejera entre jóvenes,B,1,2025-06-12,00:59:41,1,2,24,,12.0
194,"-6.860341,-79.821913",-6.860341,-79.821913,Semáforo malogrado en el cruce,C,P,2025-06-12,17:56:33,1,1,8,,4.0
195,"-6.868325,-79.832039",-6.868325,-79.832039,Falta de recojo de basura hace 3 días,B,1,2025-06-12,14:37:55,1,1,22,,5.0
196,"-6.879295,-79.80592",-6.879295,-79.80592,Arrojo de desmonte en terreno baldío,C,3,2025-06-12,04:42:32,1,4,11,2.0,
